127.0.0.1 - - [18/Apr/2012:13:08:36 -0400] "GET / HTTP/1.1" 404 955
127.0.0.1 - - [18/Apr/2012:14:08:18 -0400] "GET /favicon.ico HTTP/1.1" 404 988
127.0.0.1 - - [18/Apr/2012:14:08:19 -0400] "GET /wexpression/templates/resources/templates/face.png HTTP/1.1" 200 5749
127.0.0.1 - - [18/Apr/2012:14:08:19 -0400] "GET /wexpression/templates/wordlists/null? HTTP/1.1" 200 5737
127.0.0.1 - - [18/Apr/2012:14:08:19 -0400] "GET /wexpression/templates/resources/templates/face.png HTTP/1.1" 200 5749
127.0.0.1 - - [18/Apr/2012:14:08:47 -0400] "GET /wexpression/templates/new HTTP/1.1" 200 5596
127.0.0.1 - - [18/Apr/2012:14:08:48 -0400] "GET /wexpression/resources/flash/swfobject.js HTTP/1.1" 200 25574
127.0.0.1 - - [18/Apr/2012:14:08:48 -0400] "GET /wexpression/resources/jquery/1.7/jquery.js HTTP/1.1" 200 94839
127.0.0.1 - - [18/Apr/2012:14:08:48 -0400] "GET /wexpression/resources/flash/WexpressionClient.swf HTTP/1.1" 200 392270
127.0.0.1 - - [18/Apr/2012:14:08:49 -0400] "GET /favicon.ico HTTP/1.1" 404 988
127.0.0.1 - - [18/Apr/2012:14:08:49 -0400] "GET /wexpression/resources/flash/textLayout_2.0.0.232.swf HTTP/1.1" 200 312694
127.0.0.1 - - [18/Apr/2012:14:08:49 -0400] "GET /wexpression/resources/flash/framework_4.6.0.23201.swf HTTP/1.1" 200 542900
127.0.0.1 - - [18/Apr/2012:14:08:49 -0400] "GET /wexpression/resources/flash/mx_4.6.0.23201.swf HTTP/1.1" 200 528317
127.0.0.1 - - [18/Apr/2012:14:08:49 -0400] "GET /wexpression/resources/flash/spark_4.6.0.23201.swf HTTP/1.1" 200 776202
127.0.0.1 - - [18/Apr/2012:14:08:50 -0400] "GET /wexpression/templates/wordlists/null? HTTP/1.1" 200 5608
127.0.0.1 - - [18/Apr/2012:14:08:50 -0400] "GET /wexpression/templates/resources/templates/face.png HTTP/1.1" 200 5620
127.0.0.1 - - [18/Apr/2012:14:08:50 -0400] "GET /wexpression/templates/resources/templates/face.png HTTP/1.1" 200 5620
127.0.0.1 - - [18/Apr/2012:14:08:59 -0400] "GET /wexpression/templates/new HTTP/1.1" 200 5610
127.0.0.1 - - [18/Apr/2012:14:08:59 -0400] "GET /wexpression/resources/flash/swfobject.js HTTP/1.1" 200 25574
127.0.0.1 - - [18/Apr/2012:14:08:59 -0400] "GET /wexpression/resources/jquery/1.7/jquery.js HTTP/1.1" 200 94839
127.0.0.1 - - [18/Apr/2012:14:09:00 -0400] "GET /wexpression/resources/flash/WexpressionClient.swf HTTP/1.1" 200 392270
127.0.0.1 - - [18/Apr/2012:14:09:00 -0400] "GET /favicon.ico HTTP/1.1" 404 988
127.0.0.1 - - [18/Apr/2012:14:09:00 -0400] "GET /wexpression/resources/flash/textLayout_2.0.0.232.swf HTTP/1.1" 200 312694
127.0.0.1 - - [18/Apr/2012:14:09:00 -0400] "GET /wexpression/resources/flash/framework_4.6.0.23201.swf HTTP/1.1" 200 542900
127.0.0.1 - - [18/Apr/2012:14:09:01 -0400] "GET /wexpression/resources/flash/mx_4.6.0.23201.swf HTTP/1.1" 200 528317
127.0.0.1 - - [18/Apr/2012:14:09:01 -0400] "GET /wexpression/resources/flash/spark_4.6.0.23201.swf HTTP/1.1" 200 776202
127.0.0.1 - - [18/Apr/2012:14:09:01 -0400] "GET /wexpression/templates/resources/templates/wheel_h.png HTTP/1.1" 200 5643
127.0.0.1 - - [18/Apr/2012:14:09:01 -0400] "GET /wexpression/templates/wordlists/null? HTTP/1.1" 200 5622
127.0.0.1 - - [18/Apr/2012:14:09:01 -0400] "GET /wexpression/templates/resources/templates/wheel_h.png HTTP/1.1" 200 5643
127.0.0.1 - - [18/Apr/2012:14:09:16 -0400] "GET /wexpression/templates/new HTTP/1.1" 200 5481
127.0.0.1 - - [18/Apr/2012:14:09:17 -0400] "GET /wexpression/resources/flash/swfobject.js HTTP/1.1" 200 25574
127.0.0.1 - - [18/Apr/2012:14:09:17 -0400] "GET /wexpression/resources/jquery/1.7/jquery.js HTTP/1.1" 200 94839
127.0.0.1 - - [18/Apr/2012:14:09:17 -0400] "GET /wexpression/resources/flash/WexpressionClient.swf HTTP/1.1" 200 392270
127.0.0.1 - - [18/Apr/2012:14:09:18 -0400] "GET /favicon.ico HTTP/1.1" 404 988
127.0.0.1 - - [18/Apr/2012:14:09:18 -0400] "GET /wexpression/resources/flash/textLayout_2.0.0.232.swf HTTP/1.1" 200 312694
127.0.0.1 - - [18/Apr/2012:14:09:18 -0400] "GET /wexpression/resources/flash/framework_4.6.0.23201.swf HTTP/1.1" 200 542900
127.0.0.1 - - [18/Apr/2012:14:09:18 -0400] "GET /wexpression/resources/flash/mx_4.6.0.23201.swf HTTP/1.1" 200 528317
127.0.0.1 - - [18/Apr/2012:14:09:18 -0400] "GET /wexpression/resources/flash/spark_4.6.0.23201.swf HTTP/1.1" 200 776202
127.0.0.1 - - [18/Apr/2012:14:09:19 -0400] "GET /wexpression/templates/wordlists/null? HTTP/1.1" 200 5493
127.0.0.1 - - [18/Apr/2012:14:09:19 -0400] "GET /wexpression/templates/resources/templates/apple.png HTTP/1.1" 200 5508
127.0.0.1 - - [18/Apr/2012:14:09:19 -0400] "GET /wexpression/templates/resources/templates/apple.png HTTP/1.1" 200 5508
127.0.0.1 - - [18/Apr/2012:14:09:58 -0400] "GET /wexpression/ HTTP/1.1" 302 -
127.0.0.1 - - [18/Apr/2012:14:09:59 -0400] "GET /wexpression/signin;jsessionid=13F942964C3CD0C46422503ABF801A18 HTTP/1.1" 200 3616
127.0.0.1 - - [18/Apr/2012:14:10:00 -0400] "GET /wexpression/resources/jquery/1.7/jquery.js HTTP/1.1" 200 94839
127.0.0.1 - - [18/Apr/2012:14:10:01 -0400] "GET /wexpression/resources/flash/swfobject.js HTTP/1.1" 304 -
127.0.0.1 - - [18/Apr/2012:14:10:11 -0400] "GET /wexpression/templates/new HTTP/1.1" 302 -
127.0.0.1 - - [18/Apr/2012:14:10:11 -0400] "GET /wexpression/signin HTTP/1.1" 200 3616
127.0.0.1 - - [18/Apr/2012:14:10:12 -0400] "GET /wexpression/resources/social/facebook/sign-in-with-facebook.png HTTP/1.1" 200 4242
127.0.0.1 - - [18/Apr/2012:14:10:12 -0400] "GET /wexpression/resources/social/twitter/sign-in-with-twitter-d.png HTTP/1.1" 200 3306
127.0.0.1 - - [18/Apr/2012:14:10:12 -0400] "GET /favicon.ico HTTP/1.1" 404 988
127.0.0.1 - - [18/Apr/2012:14:10:38 -0400] "GET /wexpression/templates/new HTTP/1.1" 302 -
127.0.0.1 - - [18/Apr/2012:14:10:38 -0400] "GET /wexpression/signin HTTP/1.1" 200 3376
127.0.0.1 - - [18/Apr/2012:14:10:39 -0400] "GET /wexpression/resources/page.css HTTP/1.1" 200 1577
127.0.0.1 - - [18/Apr/2012:14:10:39 -0400] "GET /wexpression/resources/form.css HTTP/1.1" 200 126
127.0.0.1 - - [18/Apr/2012:14:10:39 -0400] "GET /wexpression/resources/flash/history/history.js HTTP/1.1" 304 -
127.0.0.1 - - [18/Apr/2012:14:10:39 -0400] "GET /wexpression/resources/flash/history/history.css HTTP/1.1" 304 -
127.0.0.1 - - [18/Apr/2012:14:10:39 -0400] "GET /wexpression/resources/messages/messages.css HTTP/1.1" 200 644
127.0.0.1 - - [18/Apr/2012:14:10:52 -0400] "GET /wexpression/signin HTTP/1.1" 200 3373
127.0.0.1 - - [18/Apr/2012:14:10:52 -0400] "GET /wexpression/resources/jquery/1.7/jquery.js HTTP/1.1" 304 -
127.0.0.1 - - [18/Apr/2012:14:10:52 -0400] "GET /wexpression/resources/flash/swfobject.js HTTP/1.1" 304 -
127.0.0.1 - - [18/Apr/2012:14:10:52 -0400] "GET /wexpression/resources/social/facebook/sign-in-with-facebook.png HTTP/1.1" 304 -
127.0.0.1 - - [18/Apr/2012:14:10:52 -0400] "GET /wexpression/resources/social/twitter/sign-in-with-twitter-d.png HTTP/1.1" 304 -
127.0.0.1 - - [18/Apr/2012:14:11:10 -0400] "GET /wexpression/signin HTTP/1.1" 200 3533
127.0.0.1 - - [18/Apr/2012:14:11:10 -0400] "GET /wexpression/resources/flash/swfobject.js HTTP/1.1" 304 -
127.0.0.1 - - [18/Apr/2012:14:11:10 -0400] "GET /wexpression/resources/jquery-ui/1.8.19/js/jquery-ui-1.8.19.custom.min.js HTTP/1.1" 200 206663
127.0.0.1 - - [18/Apr/2012:14:11:11 -0400] "GET /wexpression/resources/social/facebook/sign-in-with-facebook.png HTTP/1.1" 304 -
127.0.0.1 - - [18/Apr/2012:14:11:11 -0400] "GET /wexpression/resources/social/twitter/sign-in-with-twitter-d.png HTTP/1.1" 304 -
127.0.0.1 - - [18/Apr/2012:14:11:25 -0400] "GET /wexpression/signin HTTP/1.1" 200 3287
127.0.0.1 - - [18/Apr/2012:14:11:25 -0400] "GET /wexpression/resources/page.css HTTP/1.1" 304 -
127.0.0.1 - - [18/Apr/2012:14:11:25 -0400] "GET /wexpression/resources/form.css HTTP/1.1" 304 -
127.0.0.1 - - [18/Apr/2012:14:11:25 -0400] "GET /wexpression/resources/flash/swfobject.js HTTP/1.1" 304 -
127.0.0.1 - - [18/Apr/2012:14:11:25 -0400] "GET /wexpression/resources/flash/history/history.js HTTP/1.1" 304 -
127.0.0.1 - - [18/Apr/2012:14:11:25 -0400] "GET /wexpression/resources/messages/messages.css HTTP/1.1" 304 -
127.0.0.1 - - [18/Apr/2012:14:11:25 -0400] "GET /wexpression/resources/flash/history/history.css HTTP/1.1" 304 -
127.0.0.1 - - [18/Apr/2012:14:11:25 -0400] "GET /wexpression/resources/social/facebook/sign-in-with-facebook.png HTTP/1.1" 304 -
127.0.0.1 - - [18/Apr/2012:14:11:25 -0400] "GET /wexpression/resources/social/twitter/sign-in-with-twitter-d.png HTTP/1.1" 304 -
127.0.0.1 - - [18/Apr/2012:14:11:29 -0400] "GET /wexpression/templates/new HTTP/1.1" 200 5396
127.0.0.1 - - [18/Apr/2012:14:11:29 -0400] "GET /wexpression/resources/page.css HTTP/1.1" 200 1577
127.0.0.1 - - [18/Apr/2012:14:11:29 -0400] "GET /wexpression/resources/flash/history/history.css HTTP/1.1" 200 365
127.0.0.1 - - [18/Apr/2012:14:11:29 -0400] "GET /wexpression/resources/flash/swfobject.js HTTP/1.1" 200 25574
127.0.0.1 - - [18/Apr/2012:14:11:29 -0400] "GET /wexpression/resources/messages/messages.css HTTP/1.1" 200 644
127.0.0.1 - - [18/Apr/2012:14:11:29 -0400] "GET /wexpression/resources/flash/history/history.js HTTP/1.1" 200 24650
127.0.0.1 - - [18/Apr/2012:14:11:29 -0400] "GET /wexpression/resources/form.css HTTP/1.1" 200 126
127.0.0.1 - - [18/Apr/2012:14:11:30 -0400] "GET /wexpression/resources/flash/WexpressionClient.swf HTTP/1.1" 200 392270
127.0.0.1 - - [18/Apr/2012:14:11:30 -0400] "GET /wexpression/resources/flash/textLayout_2.0.0.232.swf HTTP/1.1" 200 312694
127.0.0.1 - - [18/Apr/2012:14:11:30 -0400] "GET /favicon.ico HTTP/1.1" 404 988
127.0.0.1 - - [18/Apr/2012:14:11:30 -0400] "GET /wexpression/resources/flash/framework_4.6.0.23201.swf HTTP/1.1" 200 542900
127.0.0.1 - - [18/Apr/2012:14:11:31 -0400] "GET /wexpression/resources/flash/mx_4.6.0.23201.swf HTTP/1.1" 200 528317
127.0.0.1 - - [18/Apr/2012:14:11:31 -0400] "GET /wexpression/resources/flash/spark_4.6.0.23201.swf HTTP/1.1" 200 776202
127.0.0.1 - - [18/Apr/2012:14:11:31 -0400] "GET /wexpression/templates/wordlists/null? HTTP/1.1" 200 5408
127.0.0.1 - - [18/Apr/2012:14:11:31 -0400] "GET /wexpression/templates/resources/templates/wheel_h.png HTTP/1.1" 200 5429
127.0.0.1 - - [18/Apr/2012:14:11:31 -0400] "GET /wexpression/templates/resources/templates/wheel_h.png HTTP/1.1" 200 5429
127.0.0.1 - - [18/Apr/2012:14:13:06 -0400] "GET /wexpression/templates/new HTTP/1.1" 200 5396
127.0.0.1 - - [18/Apr/2012:14:13:06 -0400] "GET /wexpression/resources/page.css HTTP/1.1" 200 1577
127.0.0.1 - - [18/Apr/2012:14:13:06 -0400] "GET /wexpression/resources/flash/history/history.css HTTP/1.1" 200 365
127.0.0.1 - - [18/Apr/2012:14:13:06 -0400] "GET /wexpression/resources/messages/messages.css HTTP/1.1" 200 644
127.0.0.1 - - [18/Apr/2012:14:13:06 -0400] "GET /wexpression/resources/form.css HTTP/1.1" 200 126
127.0.0.1 - - [18/Apr/2012:14:13:06 -0400] "GET /wexpression/resources/flash/history/history.js HTTP/1.1" 200 24650
127.0.0.1 - - [18/Apr/2012:14:13:06 -0400] "GET /wexpression/resources/flash/swfobject.js HTTP/1.1" 200 25574
127.0.0.1 - - [18/Apr/2012:14:13:07 -0400] "GET /wexpression/resources/flash/WexpressionClient.swf HTTP/1.1" 200 392270
127.0.0.1 - - [18/Apr/2012:14:13:07 -0400] "GET /wexpression/resources/flash/textLayout_2.0.0.232.swf HTTP/1.1" 200 312694
127.0.0.1 - - [18/Apr/2012:14:13:07 -0400] "GET /favicon.ico HTTP/1.1" 404 988
127.0.0.1 - - [18/Apr/2012:14:13:07 -0400] "GET /wexpression/resources/flash/framework_4.6.0.23201.swf HTTP/1.1" 200 542900
127.0.0.1 - - [18/Apr/2012:14:13:07 -0400] "GET /wexpression/resources/flash/mx_4.6.0.23201.swf HTTP/1.1" 200 528317
127.0.0.1 - - [18/Apr/2012:14:13:07 -0400] "GET /wexpression/resources/flash/spark_4.6.0.23201.swf HTTP/1.1" 200 776202
127.0.0.1 - - [18/Apr/2012:14:13:08 -0400] "GET /wexpression/templates/resources/templates/egg.png HTTP/1.1" 200 5417
127.0.0.1 - - [18/Apr/2012:14:13:08 -0400] "GET /wexpression/templates/resources/templates/egg.png HTTP/1.1" 200 5417
127.0.0.1 - - [18/Apr/2012:14:13:08 -0400] "GET /wexpression/templates/wordlists/null? HTTP/1.1" 200 5408
127.0.0.1 - - [18/Apr/2012:14:40:38 -0400] "GET /wexpression/templates/new HTTP/1.1" 200 5727
127.0.0.1 - - [18/Apr/2012:14:40:44 -0400] "GET /wexpression/resources/page.css HTTP/1.1" 200 1577
127.0.0.1 - - [18/Apr/2012:14:40:44 -0400] "GET /wexpression/resources/messages/messages.css HTTP/1.1" 200 644
127.0.0.1 - - [18/Apr/2012:14:40:44 -0400] "GET /wexpression/resources/form.css HTTP/1.1" 200 126
127.0.0.1 - - [18/Apr/2012:14:40:44 -0400] "GET /wexpression/resources/jquery/1.7/jquery.js HTTP/1.1" 200 94839
127.0.0.1 - - [18/Apr/2012:14:40:44 -0400] "GET /wexpression/resources/flash/swfobject.js HTTP/1.1" 200 25574
127.0.0.1 - - [18/Apr/2012:14:40:45 -0400] "GET /wexpression/resources/flash/WexpressionClient.swf HTTP/1.1" 200 392270
127.0.0.1 - - [18/Apr/2012:14:40:45 -0400] "GET /wexpression/resources/flash/textLayout_2.0.0.232.swf HTTP/1.1" 200 312694
127.0.0.1 - - [18/Apr/2012:14:40:46 -0400] "GET /wexpression/resources/flash/framework_4.6.0.23201.swf HTTP/1.1" 200 542900
127.0.0.1 - - [18/Apr/2012:14:40:46 -0400] "GET /wexpression/resources/flash/mx_4.6.0.23201.swf HTTP/1.1" 200 528317
127.0.0.1 - - [18/Apr/2012:14:40:46 -0400] "GET /wexpression/resources/flash/spark_4.6.0.23201.swf HTTP/1.1" 200 776202
127.0.0.1 - - [18/Apr/2012:14:40:46 -0400] "GET /favicon.ico HTTP/1.1" 404 988
127.0.0.1 - - [18/Apr/2012:14:40:47 -0400] "GET /wexpression/templates/resources/templates/face.png HTTP/1.1" 200 5751
127.0.0.1 - - [18/Apr/2012:14:40:47 -0400] "GET /wexpression/templates/resources/templates/face.png HTTP/1.1" 200 5751
127.0.0.1 - - [18/Apr/2012:14:40:47 -0400] "GET /wexpression/templates/wordlists/null? HTTP/1.1" 200 5739
127.0.0.1 - - [18/Apr/2012:14:42:08 -0400] "GET /wexpression/templates/new HTTP/1.1" 200 5835
127.0.0.1 - - [18/Apr/2012:14:42:08 -0400] "GET /wexpression/resources/messages/messages.css HTTP/1.1" 200 644
127.0.0.1 - - [18/Apr/2012:14:42:08 -0400] "GET /wexpression/resources/page.css HTTP/1.1" 200 1577
127.0.0.1 - - [18/Apr/2012:14:42:08 -0400] "GET /wexpression/resources/flash/swfobject.js HTTP/1.1" 200 25574
127.0.0.1 - - [18/Apr/2012:14:42:08 -0400] "GET /wexpression/resources/flash/history/history.css HTTP/1.1" 200 365
127.0.0.1 - - [18/Apr/2012:14:42:08 -0400] "GET /wexpression/resources/form.css HTTP/1.1" 200 126
127.0.0.1 - - [18/Apr/2012:14:42:08 -0400] "GET /wexpression/resources/flash/history/history.js HTTP/1.1" 200 24650
127.0.0.1 - - [18/Apr/2012:14:42:08 -0400] "GET /wexpression/resources/jquery/1.7/jquery.js HTTP/1.1" 200 94839
127.0.0.1 - - [18/Apr/2012:14:42:09 -0400] "GET /wexpression/resources/flash/WexpressionClient.swf HTTP/1.1" 200 392270
127.0.0.1 - - [18/Apr/2012:14:42:09 -0400] "GET /wexpression/resources/flash/textLayout_2.0.0.232.swf HTTP/1.1" 200 312694
127.0.0.1 - - [18/Apr/2012:14:42:10 -0400] "GET /favicon.ico HTTP/1.1" 404 988
127.0.0.1 - - [18/Apr/2012:14:42:10 -0400] "GET /wexpression/resources/flash/framework_4.6.0.23201.swf HTTP/1.1" 200 542900
127.0.0.1 - - [18/Apr/2012:14:42:10 -0400] "GET /wexpression/resources/flash/mx_4.6.0.23201.swf HTTP/1.1" 200 528317
127.0.0.1 - - [18/Apr/2012:14:42:10 -0400] "GET /wexpression/resources/flash/spark_4.6.0.23201.swf HTTP/1.1" 200 776202
127.0.0.1 - - [18/Apr/2012:14:42:11 -0400] "GET /wexpression/templates/resources/templates/wheel_v.png HTTP/1.1" 200 5868
127.0.0.1 - - [18/Apr/2012:14:42:11 -0400] "GET /wexpression/templates/resources/templates/wheel_v.png HTTP/1.1" 200 5868
127.0.0.1 - - [18/Apr/2012:14:42:11 -0400] "GET /wexpression/templates/wordlists/null? HTTP/1.1" 200 5847
127.0.0.1 - - [18/Apr/2012:14:42:49 -0400] "GET /wexpression/templates/new HTTP/1.1" 200 5847
127.0.0.1 - - [18/Apr/2012:14:42:50 -0400] "GET /wexpression/resources/page.css HTTP/1.1" 200 1577
127.0.0.1 - - [18/Apr/2012:14:42:50 -0400] "GET /wexpression/resources/messages/messages.css HTTP/1.1" 200 644
127.0.0.1 - - [18/Apr/2012:14:42:50 -0400] "GET /wexpression/resources/form.css HTTP/1.1" 200 126
127.0.0.1 - - [18/Apr/2012:14:42:50 -0400] "GET /wexpression/resources/jquery/1.7/jquery.js HTTP/1.1" 200 94839
127.0.0.1 - - [18/Apr/2012:14:42:50 -0400] "GET /wexpression/resources/flash/history/history.js HTTP/1.1" 200 24650
127.0.0.1 - - [18/Apr/2012:14:42:50 -0400] "GET /wexpression/resources/flash/history/history.css HTTP/1.1" 200 365
127.0.0.1 - - [18/Apr/2012:14:42:50 -0400] "GET /wexpression/resources/flash/swfobject.js HTTP/1.1" 200 25574
127.0.0.1 - - [18/Apr/2012:14:42:50 -0400] "GET /wexpression/resources/flash/WexpressionClient.swf HTTP/1.1" 200 392270
127.0.0.1 - - [18/Apr/2012:14:42:51 -0400] "GET /favicon.ico HTTP/1.1" 404 988
127.0.0.1 - - [18/Apr/2012:14:42:51 -0400] "GET /wexpression/resources/flash/textLayout_2.0.0.232.swf HTTP/1.1" 200 312694
127.0.0.1 - - [18/Apr/2012:14:42:51 -0400] "GET /wexpression/resources/flash/framework_4.6.0.23201.swf HTTP/1.1" 200 542900
127.0.0.1 - - [18/Apr/2012:14:42:51 -0400] "GET /wexpression/resources/flash/mx_4.6.0.23201.swf HTTP/1.1" 200 528317
127.0.0.1 - - [18/Apr/2012:14:42:51 -0400] "GET /wexpression/resources/flash/spark_4.6.0.23201.swf HTTP/1.1" 200 776202
127.0.0.1 - - [18/Apr/2012:14:42:52 -0400] "GET /wexpression/templates/wordlists/null? HTTP/1.1" 200 5859
127.0.0.1 - - [18/Apr/2012:14:42:52 -0400] "GET /wexpression/templates/resources/templates/apple.png HTTP/1.1" 200 5874
127.0.0.1 - - [18/Apr/2012:14:42:52 -0400] "GET /wexpression/templates/resources/templates/apple.png HTTP/1.1" 200 5874
127.0.0.1 - - [18/Apr/2012:14:42:59 -0400] "GET /wexpression/templates/new HTTP/1.1" 200 5847
127.0.0.1 - - [18/Apr/2012:14:43:00 -0400] "GET /favicon.ico HTTP/1.1" 404 988
127.0.0.1 - - [18/Apr/2012:14:43:02 -0400] "GET /wexpression/templates/new HTTP/1.1" 200 5847
127.0.0.1 - - [18/Apr/2012:14:43:02 -0400] "GET /favicon.ico HTTP/1.1" 404 988
127.0.0.1 - - [18/Apr/2012:14:43:18 -0400] "GET /wexpression/templates/new HTTP/1.1" 200 5846
127.0.0.1 - - [18/Apr/2012:14:43:18 -0400] "GET /wexpression/resources/messages/messages.css HTTP/1.1" 200 644
127.0.0.1 - - [18/Apr/2012:14:43:18 -0400] "GET /wexpression/resources/page.css HTTP/1.1" 200 1577
127.0.0.1 - - [18/Apr/2012:14:43:18 -0400] "GET /wexpression/resources/jquery/1.7/jquery.js HTTP/1.1" 200 94839
127.0.0.1 - - [18/Apr/2012:14:43:18 -0400] "GET /wexpression/resources/form.css HTTP/1.1" 200 126
127.0.0.1 - - [18/Apr/2012:14:43:18 -0400] "GET /wexpression/resources/flash/history/history.js HTTP/1.1" 200 24650
127.0.0.1 - - [18/Apr/2012:14:43:18 -0400] "GET /wexpression/resources/flash/swfobject.js HTTP/1.1" 200 25574
127.0.0.1 - - [18/Apr/2012:14:43:18 -0400] "GET /wexpression/resources/flash/history/history.css HTTP/1.1" 200 365
127.0.0.1 - - [18/Apr/2012:14:43:19 -0400] "GET /wexpression/resources/flash/WexpressionClient.swf HTTP/1.1" 200 392270
127.0.0.1 - - [18/Apr/2012:14:43:20 -0400] "GET /favicon.ico HTTP/1.1" 404 988
127.0.0.1 - - [18/Apr/2012:14:43:20 -0400] "GET /wexpression/resources/flash/textLayout_2.0.0.232.swf HTTP/1.1" 200 312694
127.0.0.1 - - [18/Apr/2012:14:43:20 -0400] "GET /wexpression/resources/flash/framework_4.6.0.23201.swf HTTP/1.1" 200 542900
127.0.0.1 - - [18/Apr/2012:14:43:20 -0400] "GET /wexpression/resources/flash/mx_4.6.0.23201.swf HTTP/1.1" 200 528317
127.0.0.1 - - [18/Apr/2012:14:43:20 -0400] "GET /wexpression/resources/flash/spark_4.6.0.23201.swf HTTP/1.1" 200 776202
127.0.0.1 - - [18/Apr/2012:14:43:21 -0400] "GET /wexpression/templates/wordlists/null? HTTP/1.1" 200 5858
127.0.0.1 - - [18/Apr/2012:14:43:21 -0400] "GET /wexpression/templates/resources/templates/egg.png HTTP/1.1" 200 5867
127.0.0.1 - - [18/Apr/2012:14:43:21 -0400] "GET /wexpression/templates/resources/templates/egg.png HTTP/1.1" 200 5867
127.0.0.1 - - [18/Apr/2012:14:44:09 -0400] "GET /wexpression/templates/new HTTP/1.1" 200 5849
127.0.0.1 - - [18/Apr/2012:14:44:10 -0400] "GET /wexpression/resources/form.css HTTP/1.1" 304 -
127.0.0.1 - - [18/Apr/2012:14:44:10 -0400] "GET /wexpression/resources/page.css HTTP/1.1" 304 -
127.0.0.1 - - [18/Apr/2012:14:44:10 -0400] "GET /wexpression/resources/jquery/1.7/jquery.js HTTP/1.1" 304 -
127.0.0.1 - - [18/Apr/2012:14:44:10 -0400] "GET /wexpression/resources/messages/messages.css HTTP/1.1" 304 -
127.0.0.1 - - [18/Apr/2012:14:44:10 -0400] "GET /wexpression/resources/flash/history/history.css HTTP/1.1" 304 -
127.0.0.1 - - [18/Apr/2012:14:44:10 -0400] "GET /wexpression/resources/flash/history/history.js HTTP/1.1" 304 -
127.0.0.1 - - [18/Apr/2012:14:44:10 -0400] "GET /wexpression/resources/flash/swfobject.js HTTP/1.1" 304 -
127.0.0.1 - - [18/Apr/2012:14:44:10 -0400] "GET /wexpression/resources/jquery-ui/css/jquery-ui-1.8.19.custom.css HTTP/1.1" 404 952
127.0.0.1 - - [18/Apr/2012:14:44:10 -0400] "GET /wexpression/resources/flash/WexpressionClient.swf HTTP/1.1" 304 -
127.0.0.1 - - [18/Apr/2012:14:44:10 -0400] "GET /favicon.ico HTTP/1.1" 404 988
127.0.0.1 - - [18/Apr/2012:14:44:11 -0400] "GET /wexpression/templates/resources/templates/dog.png HTTP/1.1" 200 5870
127.0.0.1 - - [18/Apr/2012:14:44:11 -0400] "GET /wexpression/templates/resources/templates/dog.png HTTP/1.1" 200 5870
127.0.0.1 - - [18/Apr/2012:14:44:11 -0400] "GET /wexpression/templates/wordlists/null? HTTP/1.1" 200 5861
127.0.0.1 - - [18/Apr/2012:14:47:01 -0400] "GET /wexpression/templates/new HTTP/1.1" 200 5736
127.0.0.1 - - [18/Apr/2012:14:47:01 -0400] "GET /wexpression/resources/page.css HTTP/1.1" 304 -
127.0.0.1 - - [18/Apr/2012:14:47:01 -0400] "GET /wexpression/resources/flash/history/history.css HTTP/1.1" 304 -
127.0.0.1 - - [18/Apr/2012:14:47:01 -0400] "GET /wexpression/resources/jquery-ui/css/jquery-ui-1.8.19.custom.css HTTP/1.1" 404 952
127.0.0.1 - - [18/Apr/2012:14:47:01 -0400] "GET /wexpression/resources/messages/messages.css HTTP/1.1" 304 -
127.0.0.1 - - [18/Apr/2012:14:47:01 -0400] "GET /wexpression/resources/flash/history/history.js HTTP/1.1" 304 -
127.0.0.1 - - [18/Apr/2012:14:47:01 -0400] "GET /wexpression/resources/form.css HTTP/1.1" 304 -
127.0.0.1 - - [18/Apr/2012:14:47:01 -0400] "GET /wexpression/resources/jquery/1.7/jquery.js HTTP/1.1" 304 -
127.0.0.1 - - [18/Apr/2012:14:47:01 -0400] "GET /wexpression/resources/flash/swfobject.js HTTP/1.1" 304 -
127.0.0.1 - - [18/Apr/2012:14:47:02 -0400] "GET /wexpression/resources/flash/WexpressionClient.swf HTTP/1.1" 304 -
127.0.0.1 - - [18/Apr/2012:14:47:03 -0400] "GET /wexpression/resources/flash/textLayout_2.0.0.232.swf HTTP/1.1" 304 -
127.0.0.1 - - [18/Apr/2012:14:47:03 -0400] "GET /wexpression/resources/flash/framework_4.6.0.23201.swf HTTP/1.1" 304 -
127.0.0.1 - - [18/Apr/2012:14:47:03 -0400] "GET /wexpression/resources/flash/mx_4.6.0.23201.swf HTTP/1.1" 304 -
127.0.0.1 - - [18/Apr/2012:14:47:03 -0400] "GET /wexpression/resources/flash/spark_4.6.0.23201.swf HTTP/1.1" 304 -
127.0.0.1 - - [18/Apr/2012:14:47:03 -0400] "GET /favicon.ico HTTP/1.1" 404 988
127.0.0.1 - - [18/Apr/2012:14:47:03 -0400] "GET /wexpression/templates/wordlists/null? HTTP/1.1" 200 5748
127.0.0.1 - - [18/Apr/2012:14:47:03 -0400] "GET /wexpression/templates/resources/templates/face.png HTTP/1.1" 200 5760
127.0.0.1 - - [18/Apr/2012:14:47:03 -0400] "GET /wexpression/templates/resources/templates/face.png HTTP/1.1" 200 5760
127.0.0.1 - - [18/Apr/2012:14:48:21 -0400] "GET /wexpression/templates/new HTTP/1.1" 200 5948
127.0.0.1 - - [18/Apr/2012:14:48:21 -0400] "GET /wexpression/resources/messages/messages.css HTTP/1.1" 304 -
